Row,Labels,sp gen,common name,fam,gen,sp,ColumnID,allgeier_FFG,Valdivia_FFG2,Valdivia_FFG_big Pred Cat,Valdivia_FFG,tp,Valdivia_TP,transient,chondrichthyes,notes,weak tp est.,a.Valdivia,b.Valdivia,a.Allgeier,b.Allgeier,a.final,b.final,Valdivia Value,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemulon,sp.,Haemulon sp.,white grunt,Haemulidae,Haemulon,sp.,Holocentridaespsp,Macroinvertivore,Piscivore Invertivore,pred,Macroinvertivore,3.5,3.6,n,n,,,0.0121,3.1612,0.026,3,0.0121,3.1612,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cantherhines,macrocerus,Cantherhines macrocerus,whitespotted filefish,Monacanthidae,Cantherhines,macrocerus,Tetraodontiformesspsp,Microinvertivore,Microinvertivore,Microinvertivore,Microinvertivore,2.6,3.03,n,n,data poor,yes,0.0561,2.653,0,0,0.0561,2.653,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mulloidichthys,martinicus,Mulloidichthys martinicus,yellow goatfish,Mullidae,Mulloidichthys,martinicus,Mullidaespsp,Macroinvertivore,Microinvertivore,Microinvertivore,Microinvertivore,3.3,3.18,n,n,,,0.0207,3,0.0136,3.092,0.0207,3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caranx,bartholomaei,Caranx bartholomaei,yellow jack,Carangidae,Caranx,bartholomaei,CarangidaeCaranxsp,Piscivore,Piscivore Invertivore,pred,Piscivore,4.5,4.5,y,n,,,0.034,2.84,0.022966667,2.945,0.034,2.84,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urobatis,jamaicensis,Urobatis jamaicensis,Yellow Stingray,Urolophidae,Urobatis,jamaicensis,NM,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.6,3.6,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoplectrus,aberrans,Hypoplectrus aberrans,Yellowbelly Hamlet,Serranidae (hamlet),Hypoplectrus,aberrans,Serranidaespsp,Piscivore Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,3.7,3.7,n,n,,,NA,NA,0.00903,3.151666667,0.00903,3.151666667,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halichoeres,cyanocephalus,Halichoeres cyanocephalus,Yellowcheek Wrasse,Labridae,Halichoeres,cyanocephalus,LabridaeHalichoeressp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.34,n,n,,,NA,NA,0.0111,3.04,0.0111,3.04,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycteroperca,venenosa,Mycteroperca venenosa,yellowfin grouper,Serranidae,Mycteroperca,venenosa,SerranidaeMycteropercasp,Piscivore-Invertivore,Apex predator,pred,Piscivore,4.5,4.49,n,n,,,0.00952,3.14,0.0086,3.133333333,0.00952,3.14,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerres,cinereus,Gerres cinereus,yellowfin mojarra,Gerreidae,Gerres,cinereus,GerreidaeGerrescinereus,omnivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,2.8,3.32,n,n,,,0.0184,3.084,0.0158,2.909,0.0184,3.084,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halichoeres,garnoti,Halichoeres garnoti,yellowhead wrasse,Labridae,Halichoeres,garnoti,LabridaeHalichoeressp,Microinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.5,n,n,,,0.0052,3.375,0.0111,3.04,0.0052,3.375,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elacatinus,horsti,Elacatinus horsti,Yellowline goby,Gobiidae,Elacatinus,horsti,NM,#N/A,Microinvertivore,Microinvertivore,Microinvertivore,,3.5,n,n,,,NA,NA,NA,NA,NA,NA,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycteroperca,interstitialis,Mycteroperca interstitialis,yellowmouth grouper,Serranidae,Mycteroperca,interstitialis,SerranidaeMycteropercasp,Piscivore-Invertivore,Apex predator,pred,Piscivore,4.5,4.5,n,n,,,0.0188,2.94,0.0086,3.133333333,0.0188,2.94,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haemulon,chrysargyreum,Haemulon chrysargyreum,yellowstriped grunt,Haemulidae,Haemulon,chrysargyreum,HaemulidaeHaemulonsp,Macroinvertivore,Macroinvertivore,Macroinvertivore,Macroinvertivore,3.5,3.25,n,n,,,0.0106,3.0474,0.020616667,3.009333333,0.0106,3.0474,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microspathodon,chrysurus,Microspathodon chrysurus,yellowtail damselfish,Pomacentridae,Microspathodon,chrysurus,Pomacentridaespsp,Herbivores,Herbivore,Herbivore,Herbivore,2.1,2.11,n,n,,,0.0239,3.082,0.02445,3.0095,0.0239,3.082,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoplectrus,chlorurus,Hypoplectrus chlorurus,yellowtail hamlet,Serranidae,Hypoplectrus,gummigutta,Serranidaespsp,Macroinvertivore,Piscivore Invertivore,pred,Piscivore Invertivore,3.2,3.8,n,n,,,0.011,3.182,0.00903,3.151666667,0.011,3.182,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,rubripinne,Sparisoma rubripinne,yellowtail parrotfish,Scaridae,Sparisoma,rubripinne,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0156,3.0641,0.017133333,3.043666667,0.0156,3.0641,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,rubripinne (initial phase),Sparisoma rubripinne (initial phase),yellowtail parrotfish,Scaridae,Sparisoma,rubripinne,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0156,3.0641,0.017133333,3.043666667,0.0156,3.0641,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparisoma,rubripinne (terminal phase),Sparisoma rubripinne (terminal phase),yellowtail parrotfish,Scaridae,Sparisoma,rubripinne,ScaridaeSparisomasp,Herbivores,Herbivore,Herbivore,Herbivore,2,2,n,n,,,0.0156,3.0641,0.017133333,3.043666667,0.0156,3.0641,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chromis,enchrysura,Chromis enchrysura,yellowtail reeffish,Pomacentridae,Chromis,enchrysura,PomacentridaeChromissp,Planktivores,Planktivore,Planktivore,Planktivore,3.1,3.1,n,n,,,0.0229,2.86,0.02445,3.0095,0.0229,2.86,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocyurus,chrysurus,Ocyurus chrysurus,yellowtail snapper,Lutjanidae,Ocyurus,chrysurus,LutjanidaeOcyurussp,Piscivore-Invertivore,Piscivore Invertivore,pred,Piscivore Invertivore,4.4,3.99,n,n,,,0.0405,2.718,0.0382,2.759,0.0405,2.718,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
